words,links,capital_words,spam_word_count,is_spam
100,2,2,1,0
259,0,1,6,0
599,2,18,9,1
576,6,2,5,1
656,6,27,3,1
237,6,0,5,1
116,2,3,1,0
587,6,1,10,1
436,9,29,5,1
21,2,3,1,0
892,9,20,3,1
119,1,11,5,1
865,5,7,3,1
143,4,5,4,1
177,0,3,4,0
451,2,5,3,1
181,7,30,6,1
183,5,24,9,1
396,5,7,9,1
414,1,1,0,0
308,0,2,2,0
55,3,26,7,1
237,3,1,0,0
60,1,7,3,0
157,1,2,0,0
559,10,21,10,1
30,2,1,0,0
645,6,3,8,1
614,9,21,4,1
286,1,1,0,0
335,2,1,10,1
714,3,28,6,1
217,0,3,0,0
251,1,0,0,0
118,9,10,5,1
216,0,8,2,0
179,2,29,6,1
254,0,1,1,0
45,0,0,5,0
275,10,28,3,1
839,1,27,10,1
997,6,6,7,1
335,8,20,1,1
127,0,4,0,0
978,6,3,3,1
231,1,3,6,0
355,5,13,4,1
254,1,0,2,0
415,4,21,10,1
360,2,1,5,0
224,5,3,1,0
402,2,3,2,0
169,1,0,6,0
596,1,5,0,1
269,2,1,0,0
858,8,8,4,1
131,5,26,3,1
140,10,21,9,1
781,8,22,2,1
176,0,1,1,0
103,8,6,10,1
445,0,3,2,0
199,2,14,6,1
309,0,26,8,1
183,3,4,3,1
206,1,1,2,0
255,0,24,10,1
66,3,18,8,1
295,2,1,3,0
706,7,27,7,1
630,8,27,5,1
560,9,11,0,1
101,4,0,5,1
125,1,0,2,0
64,2,0,5,0
990,3,24,7,1
156,2,11,10,1
898,10,25,3,1
482,2,0,2,0
750,6,21,2,1
440,4,4,2,0
873,0,17,8,1
410,0,0,2,0
469,7,2,10,1
809,2,28,6,1
269,0,15,5,1
452,6,12,6,1
283,5,3,0,0
663,8,21,6,1
715,6,26,5,1
62,2,3,0,0
94,3,2,2,0
183,2,2,5,0
869,10,8,3,1
997,4,30,3,1
243,4,14,3,1
193,6,1,8,1
100,3,21,1,1
804,10,15,3,1
187,1,0,2,0
227,2,4,1,0
494,1,2,0,0
347,0,3,1,0
190,6,13,6,1
145,6,17,7,1
45,0,2,0,0
251,2,2,2,0
466,2,1,0,0
221,1,5,2,0
234,1,0,5,0
112,3,12,3,1
380,1,0,1,0
274,0,1,1,0
863,7,17,5,1
460,2,9,8,1
187,0,2,2,0
88,2,27,7,1
211,1,0,0,0
82,0,2,1,0
231,4,6,10,1
489,2,26,8,1
923,6,19,9,1
329,3,1,2,0
206,1,1,0,0
97,4,15,10,1
186,6,7,7,1
169,0,8,6,0
264,1,2,2,0
47,1,1,0,0
273,2,3,1,0
102,2,0,0,0
121,10,19,0,1
602,6,12,10,1
599,7,9,9,1
846,0,4,4,1
905,4,11,8,1
261,1,4,1,0
232,1,2,1,0
448,2,11,0,1
526,8,23,9,1
127,4,3,1,0
122,5,3,3,1
133,0,10,2,0
54,1,3,3,0
519,6,8,6,1
263,1,0,2,0
438,4,1,0,0
210,0,0,1,0
126,1,3,0,0
404,1,2,6,0
172,2,8,4,0
210,3,5,9,1
243,1,1,0,0
823,5,9,9,1
131,0,10,4,1
241,4,5,6,1
118,1,7,0,0
908,3,10,5,1
515,7,29,2,1
161,6,16,4,1
637,2,27,6,1
60,3,25,9,1
287,1,8,2,0
198,7,22,8,1
593,8,15,3,1
189,0,2,6,0
88,1,5,1,0
665,3,4,10,1
184,2,1,1,0
182,4,7,8,1
177,2,3,1,0
68,2,2,0,0
184,0,1,3,0
120,2,21,3,1
142,9,24,10,1
448,9,10,9,1
188,0,0,2,0
170,0,2,1,0
86,0,0,1,0
244,0,0,0,0
192,9,5,10,1
185,0,0,0,0
273,1,0,2,0
393,10,5,4,1
452,4,20,5,1
110,0,3,1,0
73,9,5,0,1
738,4,28,7,1
849,7,0,4,1
55,3,2,10,1
872,10,17,8,1
155,0,7,0,0
164,2,26,10,1
274,4,0,2,0
543,5,2,5,1
290,1,7,1,0
74,1,0,2,0
199,2,2,0,0
216,10,24,3,1
856,3,1,6,1
21,0,6,1,0
115,1,3,1,0
290,2,2,2,0
828,8,12,4,1
140,0,2,1,0
176,3,12,3,1
201,1,0,2,0
822,2,10,8,1
43,2,1,1,0
394,8,27,9,1
38,1,0,1,0
278,0,1,4,0
353,2,7,5,1
132,2,2,6,0
288,1,2,4,0
216,0,6,6,0
895,4,22,2,1
212,4,3,0,0
165,0,3,1,0
200,2,2,0,0
59,2,0,0,0
655,1,28,3,1
569,7,10,5,1
889,2,24,10,1
186,10,28,6,1
379,1,0,0,0
140,1,2,2,0
406,0,1,0,0
341,3,11,8,1
85,8,4,9,1
30,0,1,1,0
167,5,1,1,0
86,2,1,2,0
295,0,3,1,0
253,0,2,5,0
375,5,24,1,1
602,8,28,6,1
318,7,26,5,1
92,0,1,2,0
108,1,4,0,0
895,2,23,2,1
463,1,3,1,0
490,5,7,7,1
162,4,2,5,0
87,0,3,2,0
285,1,2,1,0
21,0,1,1,0
184,3,2,2,0
452,10,3,4,1
161,4,22,3,1
99,1,0,2,0
393,8,10,3,1
236,1,0,2,0
139,6,3,7,1
396,1,15,0,1
955,8,16,10,1
135,3,17,9,1
282,1,1,1,0
134,8,21,1,1
766,10,11,10,1
203,0,10,2,0
78,6,17,6,1
165,1,1,2,0
224,1,1,3,0
226,1,6,2,0
77,3,3,2,0
295,0,2,1,0
539,4,4,3,1
751,5,17,8,1
390,2,3,6,0
300,1,4,1,0
118,9,13,10,1
92,1,3,1,0
133,2,0,0,0
428,1,0,1,0
275,9,3,5,1
45,2,3,2,0
89,2,1,0,0
123,4,30,8,1
519,6,5,10,1
178,0,1,0,0
344,8,14,4,1
120,1,3,0,0
79,4,25,6,1
178,0,8,2,0
574,4,27,8,1
1000,3,23,3,1
202,1,5,3,0
194,1,4,5,0
197,3,3,2,0
109,1,3,0,0
574,7,0,10,1
275,1,5,0,0
374,3,17,3,1
127,3,24,5,1
575,5,27,4,1
157,8,0,10,1
125,6,24,5,1
813,9,11,0,1
179,5,9,9,1
188,1,7,0,0
85,9,0,7,1
297,10,22,7,1
218,2,2,0,0
78,8,17,10,1
359,2,1,0,0
274,0,3,1,0
282,4,26,6,1
174,5,6,2,0
42,2,3,2,0
60,1,0,0,0
333,2,0,2,0
85,2,0,2,0
73,5,0,3,1
683,5,0,2,1
676,4,9,4,1
803,10,1,8,1
458,9,16,5,1
116,10,5,0,1
565,7,15,5,1
816,7,20,10,1
498,10,17,7,1
205,5,16,7,1
105,10,15,3,1
797,8,20,6,1
191,1,0,2,0
35,2,3,2,0
154,4,28,7,1
33,1,2,2,0
176,1,6,2,0
431,9,21,2,1
245,4,8,1,0
532,4,26,3,1
56,0,2,1,0
158,0,11,6,1
118,1,3,0,0
192,3,9,9,1
175,0,0,1,0
137,4,3,0,0
194,10,27,5,1
633,8,5,10,1
220,0,2,2,0
222,4,3,2,0
451,1,2,1,0
164,7,10,6,1
161,3,9,3,1
223,9,30,1,1
911,0,5,8,1
174,4,0,1,0
148,2,9,5,1
762,2,25,2,1
106,8,17,3,1
242,0,5,1,0
481,7,6,4,1
363,1,2,0,0
239,4,15,5,1
65,3,2,7,1
174,2,2,2,0
644,8,15,4,1
948,5,26,1,1
657,2,4,3,1
138,2,28,7,1
25,1,2,1,0
846,3,16,5,1
542,2,22,3,1
458,1,3,9,1
186,6,12,4,1
240,4,0,1,1
291,2,2,4,0
262,1,2,0,0
175,2,2,2,0
142,0,0,2,0
307,7,7,3,1
186,2,5,6,1
301,1,21,3,1
66,2,29,3,1
615,9,12,4,1
165,1,2,0,0
150,5,1,7,1
96,2,0,5,0
88,5,3,5,0
951,0,14,5,1
696,7,30,3,1
937,2,10,7,1
173,1,7,2,1
560,5,17,3,1
632,0,24,4,1
612,7,16,0,1
400,3,22,10,1
83,1,0,0,0
699,4,11,10,1
40,2,1,1,0
101,8,29,7,1
64,5,9,2,1
582,8,24,5,1
101,1,0,0,0
98,2,0,2,0
531,3,17,7,1
466,0,28,9,1
736,2,25,5,1
733,3,0,5,1
169,0,2,3,0
367,3,2,2,0
34,1,1,1,0
153,2,10,5,0
656,9,13,3,1
292,0,0,5,0
184,0,18,5,1
65,1,5,2,0
123,0,3,0,0
461,1,2,0,0
965,10,10,8,1
827,1,26,10,1
122,2,2,2,0
154,2,1,2,0
32,2,3,2,0
66,2,0,6,0
103,0,1,0,0
252,0,0,1,0
129,2,1,1,0
169,2,0,2,0
65,3,2,1,0
977,3,5,6,1
349,8,7,2,1
90,2,1,1,0
810,4,15,5,1
881,5,26,4,1
73,2,2,0,0
195,10,25,3,1
405,1,1,2,0
316,3,3,5,1
278,2,7,7,1
309,3,3,10,1
237,0,6,0,0
858,10,30,6,1
107,4,18,8,1
175,2,3,1,0
541,7,1,3,1
241,2,3,1,0
574,9,1,5,1
241,1,5,1,0
181,0,4,1,0
94,9,7,1,1
476,2,3,3,0
165,1,0,0,0
75,0,2,10,1
140,8,15,5,1
475,1,16,4,1
165,2,3,5,0
170,1,2,0,0
504,3,0,10,1
776,10,9,3,1
119,0,3,1,0
491,3,3,1,0
218,2,0,4,0
185,1,1,3,0
242,3,1,6,0
390,7,26,5,1
83,2,1,0,0
74,0,2,0,0
73,1,3,1,0
636,7,21,7,1
77,5,2,1,0
454,9,27,9,1
277,3,0,1,0
156,1,3,2,0
156,3,3,0,0
257,2,1,0,0
386,10,26,2,1
288,0,3,2,0
591,1,18,9,1
110,5,0,2,0
288,5,3,0,0
233,5,1,2,0
785,5,17,4,1
69,0,3,1,0
212,5,2,0,0
216,1,0,1,0
156,1,0,2,0
235,1,0,1,0
422,2,1,0,0
239,2,1,4,0
98,5,14,5,1
174,0,3,6,0
773,7,1,4,1
226,3,5,5,1
144,0,8,2,0
172,2,2,2,0
148,2,3,2,0
183,8,13,9,1
195,5,23,2,1
35,5,3,1,0
184,10,24,9,1
26,2,1,2,0
415,5,3,1,0
930,0,8,7,1
54,2,3,2,0
229,1,0,6,0
113,3,3,1,0
145,2,7,2,0
161,6,22,3,1
205,1,8,0,0
25,5,2,1,0
54,2,11,5,1
149,3,30,2,1
243,10,23,7,1
925,6,5,10,1
245,5,28,7,1
247,0,1,2,0
524,2,11,4,1
281,1,2,0,0
39,1,2,0,0
240,1,2,1,0
267,1,4,1,0
213,0,0,2,0
36,2,1,0,0
174,0,4,2,0
435,0,1,2,0
35,2,0,2,0
277,2,1,1,0
172,4,18,7,1
266,0,0,3,0
743,3,4,1,1
216,7,23,10,1
281,1,1,0,0
138,7,30,3,1
346,1,4,5,0
107,1,0,2,0
735,7,16,2,1
117,1,3,2,0
207,0,3,1,0
83,1,0,0,0
244,2,0,6,0
130,1,2,2,0
153,5,13,3,1
795,4,9,6,1
156,2,2,5,0
650,6,17,9,1
631,6,22,0,1
272,5,20,5,1
240,0,0,2,0
160,2,2,0,0
955,8,30,7,1
128,2,1,3,1
177,4,3,5,0
268,0,1,0,0
543,1,4,10,1
281,2,1,1,0
400,0,0,1,0
138,5,2,1,0
274,4,3,4,0
638,6,21,1,1
143,6,20,3,1
214,0,3,1,0
364,1,1,1,0
173,0,9,0,0
81,10,24,4,1
322,0,2,4,0
645,6,23,3,1
287,4,2,0,0
260,1,0,2,0
601,5,14,0,1
118,1,1,2,0
260,0,0,0,0
221,1,2,2,0
449,5,26,4,1
45,2,3,4,0
354,5,6,4,1
546,0,22,7,1
951,6,21,10,1
397,2,11,1,1
235,10,5,2,1
927,8,9,9,1
170,5,1,0,0
288,4,0,4,0
282,4,26,6,1
95,2,3,0,0
228,2,8,0,0
220,2,0,2,0
270,2,3,1,0
132,5,3,1,0
39,2,5,1,0
343,4,13,7,1
274,0,19,6,1
855,2,15,3,1
62,2,27,8,1
593,5,3,10,1
385,3,25,8,1
240,1,1,1,0
26,1,2,1,0
149,6,25,5,1
190,4,5,3,1
172,0,0,3,0
112,1,2,0,0
157,0,23,8,1
116,2,24,1,1
237,2,2,1,0
819,8,14,7,1
297,4,21,7,1
727,8,11,8,1
225,4,10,2,0
273,2,3,2,0
385,4,12,3,1
820,10,5,9,1
170,6,6,8,1
140,0,3,2,0
146,1,2,0,0
32,2,1,4,0
182,4,17,0,1
701,1,23,7,1
26,1,3,0,0
321,6,23,8,1
113,4,0,0,0
75,1,0,2,0
145,2,3,0,0
252,2,2,2,0
114,4,2,1,0
753,1,5,3,1
42,1,3,1,0
278,7,18,10,1
39,2,3,2,0
38,1,6,1,0
997,2,17,4,1
284,2,3,1,0
158,0,0,5,0
163,2,3,2,0
906,2,2,2,1
392,6,28,9,1
166,0,22,7,1
275,1,1,2,0
62,1,1,0,0
717,5,30,4,1
187,4,10,3,0
871,8,6,6,1
283,3,11,9,1
190,3,3,2,0
75,3,0,1,0
294,2,1,0,0
247,2,2,0,0
108,10,20,5,1
137,2,2,2,0
84,0,0,0,0
71,1,24,9,1
100,2,1,2,0
426,10,29,2,1
770,0,15,7,1
181,1,3,0,0
639,2,2,5,1
301,10,3,6,1
186,1,4,2,0
200,1,5,1,0
383,4,15,5,1
40,2,3,2,0
349,10,25,6,1
666,3,20,4,1
229,1,3,2,0
510,4,21,9,1
124,2,3,1,0
139,5,0,1,0
488,2,0,1,0
721,4,21,9,1
468,9,12,7,1
797,9,9,6,1
23,1,2,0,0
149,3,5,10,1
988,8,16,2,1
235,0,1,3,0
195,5,6,1,1
338,2,2,0,0
909,8,13,7,1
100,3,11,8,1
87,3,0,2,0
456,0,5,1,0
419,8,8,6,1
122,4,0,4,0
101,0,9,2,0
122,9,5,9,1
447,6,21,9,1
200,2,6,0,0
383,0,3,1,0
705,9,23,9,1
706,6,7,4,1
119,0,3,1,0
199,0,2,4,0
531,3,25,3,1
124,0,28,7,1
20,3,2,1,0
142,4,0,0,0
233,3,26,5,1
296,2,28,9,1
167,2,0,1,0
165,1,10,1,0
977,7,8,4,1
860,5,16,6,1
156,2,2,1,0
237,3,0,6,0
225,2,1,2,0
761,2,2,6,1
110,6,10,8,1
248,4,10,1,0
154,2,23,9,1
257,0,2,2,0
514,5,7,10,1
672,6,16,7,1
899,2,21,7,1
828,4,17,1,1
247,1,3,0,0
203,2,3,1,0
259,0,3,1,0
565,6,7,7,1
396,4,11,7,1
534,3,6,0,1
233,1,0,1,0
778,3,10,3,1
495,0,2,6,0
742,7,6,3,1
51,2,24,3,1
290,10,18,0,1
565,7,20,1,1
170,6,27,7,1
188,0,0,1,0
83,2,23,3,1
110,1,18,9,1
302,9,22,8,1
637,8,26,10,1
292,2,0,1,0
227,3,1,1,0
109,1,1,1,0
290,0,9,3,0
258,0,3,2,0
223,1,6,3,0
136,1,3,5,0
273,4,6,8,1
255,2,1,1,0
121,2,10,3,1
332,10,13,1,1
93,1,5,1,0
66,0,0,1,0
681,7,22,1,1
104,1,10,0,0
706,0,17,6,1
440,10,5,7,1
149,2,0,0,0
128,4,2,5,0
147,1,3,0,0
195,4,0,2,0
392,7,10,2,1
167,0,9,1,0
134,9,11,1,1
139,1,0,1,0
145,1,5,5,0
83,1,2,1,0
57,8,15,6,1
553,1,6,3,1
806,10,23,7,1
300,5,3,6,1
57,0,1,2,0
149,1,0,1,0
153,1,8,2,0
207,0,3,1,0
73,0,3,1,0
226,0,3,0,0
285,2,3,1,0
311,1,8,5,1
796,3,25,2,1
71,2,2,1,0
207,7,25,8,1
394,8,1,3,1
255,10,7,10,1
118,2,6,8,1
216,0,2,2,0
405,7,17,8,1
750,2,13,6,1
275,1,2,2,0
115,4,10,0,0
647,3,22,8,1
87,1,28,7,1
242,1,2,1,0
208,2,1,1,0
672,5,23,4,1
678,9,16,3,1
615,7,7,7,1
152,1,3,2,0
890,10,28,8,1
63,1,0,2,0
734,8,22,3,1
67,7,22,9,1
216,0,2,2,0
397,1,1,2,0
242,2,2,2,0
132,3,9,9,1
557,2,25,1,1
777,2,5,4,1
232,1,0,1,0
146,4,12,7,1
905,5,5,7,1
155,2,1,1,0
32,4,3,2,0
178,0,9,3,0
254,8,5,5,1
286,4,3,2,0
379,3,14,10,1
458,2,2,2,0
209,2,0,1,0
197,2,3,5,0
721,5,19,1,1
988,3,14,4,1
131,5,10,2,1
914,10,5,10,1
106,0,3,0,0
268,2,1,1,0
470,1,18,9,1
395,1,3,4,0
532,7,25,4,1
225,2,27,10,1
933,8,0,3,1
177,6,20,3,1
146,2,10,2,0
142,2,1,0,0
287,2,0,0,0
632,5,29,5,1
160,1,3,0,0
207,0,9,1,0
550,4,19,4,1
885,1,25,4,1
133,0,1,0,0
194,2,2,4,0
138,2,3,7,1
487,2,0,0,0
355,1,15,5,1
471,2,9,6,1
621,10,28,2,1
482,3,16,6,1
244,2,1,1,0
372,1,2,2,0
172,2,0,4,1
657,1,17,3,1
779,3,23,8,1
769,10,3,5,1
112,2,5,0,0
400,3,29,8,1
289,0,1,1,0
100,3,27,10,1
363,0,2,0,0
43,0,0,0,0
284,1,3,0,0
138,0,3,0,0
132,3,23,3,1
92,0,3,1,0
743,6,7,0,1
663,6,22,9,1
84,2,2,2,0
732,0,5,7,1
168,4,2,1,0
748,3,22,10,1
125,2,2,2,0
515,3,14,10,1
224,0,3,2,0
530,10,11,9,1
832,1,5,3,1
148,1,0,2,0
739,3,5,1,1
505,5,7,10,1
728,6,5,9,1
343,0,30,10,1
736,3,3,9,1
426,1,0,0,0
959,2,30,6,1
214,1,2,1,0
205,2,1,2,0
251,8,10,9,1
249,1,3,1,0
196,7,19,1,1
802,2,15,3,1
259,3,3,3,0
335,2,1,1,0
644,2,23,6,1
732,4,11,1,1
743,7,19,5,1
893,9,6,10,1
96,7,5,10,1
302,6,21,8,1
333,2,2,4,0
453,1,0,1,0
167,5,3,4,0
238,1,0,0,0
247,1,7,6,1
245,2,1,2,0
153,0,3,1,0
355,1,4,6,0
545,5,23,10,1
293,6,27,10,1
275,0,1,0,0
568,4,17,10,1
474,1,2,2,0
220,9,24,2,1
732,10,18,8,1
832,8,2,10,1
22,5,1,0,0
118,5,30,7,1
411,1,3,2,0
259,4,0,1,0
268,0,0,2,0
917,2,17,3,1
464,2,3,1,0
98,2,0,3,0
264,1,4,1,0
880,1,17,7,1
215,5,2,5,0
381,3,24,3,1
881,2,15,6,1
493,3,0,2,0
227,2,0,2,0
993,5,18,5,1
830,9,23,10,1
178,1,1,1,0
234,1,3,1,0
542,2,12,3,1
908,2,27,9,1
75,1,4,0,0
78,6,5,10,1
281,1,4,2,0
53,0,1,1,0
210,0,1,1,0
167,2,3,4,0
99,2,21,7,1
224,5,7,0,0
464,7,9,9,1
984,4,17,9,1
184,2,3,2,0
107,0,1,2,0
44,2,2,0,0
171,1,3,1,0
277,1,6,4,1
141,1,0,3,1
948,8,2,8,1
232,6,29,9,1
392,0,19,1,1
118,0,1,5,1
59,1,0,1,0
201,0,1,0,0
157,3,13,9,1
192,7,17,9,1
756,3,28,9,1
229,3,24,6,1
97,2,2,2,0
172,9,2,6,1
201,2,16,8,1
247,1,2,2,0
203,0,2,6,0
838,2,6,9,1
199,2,2,1,0
146,0,2,0,0
388,5,17,5,1
94,1,2,2,0
175,5,6,9,1
220,1,2,2,0
66,0,1,2,0
217,7,23,7,1
863,10,0,7,1
212,0,4,0,0
647,7,22,9,1
188,1,3,0,0
196,0,9,6,1
37,2,2,2,0
279,5,2,2,0
404,5,10,1,1
333,7,14,7,1
188,1,0,2,0
49,2,3,2,0
284,0,3,6,0
213,2,1,1,0
791,3,22,7,1
39,0,3,1,0
681,4,18,10,1
181,1,4,3,0
849,1,10,0,1
113,10,9,6,1
97,2,3,0,0
177,2,1,1,0
740,9,17,3,1
208,2,0,2,0
295,3,1,2,0
213,0,1,5,1
154,3,27,0,1
536,9,5,10,1
456,3,11,10,1
229,0,1,2,0
731,10,3,0,1
64,1,2,0,0
74,2,0,8,1
874,1,1,5,1
184,1,0,8,1
284,9,26,0,1
130,2,11,3,1
387,3,19,3,1
298,3,1,2,0
189,0,3,1,0
785,4,22,6,1
239,1,0,3,0
723,2,3,5,1
39,0,4,0,0
665,2,23,0,1
269,1,8,0,0
350,6,1,7,1
473,10,11,4,1
724,6,0,10,1
88,0,1,1,0
523,7,18,7,1
134,2,1,2,0
217,8,24,2,1
272,0,1,2,0
809,3,5,10,1
226,2,2,0,0
99,0,0,2,0
153,2,3,1,0
20,1,1,2,0
92,1,1,1,0
60,1,2,2,0
338,0,0,0,0
130,0,4,2,0
244,2,0,0,0
163,0,7,1,0
923,4,22,6,1
245,0,0,0,0
420,3,20,1,1
452,3,2,0,1
144,8,27,10,1
203,2,24,2,1
504,8,6,4,1
339,2,1,2,0
46,1,2,0,0
298,2,1,6,0
429,2,1,4,0
271,4,4,2,0
255,1,2,0,0
390,6,23,3,1
451,2,18,7,1
84,3,7,2,0
60,6,7,8,1
148,3,5,1,0
83,3,0,0,0
114,0,0,0,0
237,2,3,6,0
148,2,1,1,0
476,10,11,8,1
325,6,3,8,1
309,2,26,7,1
670,2,16,2,1
325,2,3,0,0
275,0,0,3,0
258,1,1,1,0
150,0,10,0,0
255,8,21,9,1
307,9,17,4,1
582,9,9,3,1
417,5,13,8,1
37,0,1,2,0
333,10,13,6,1
652,3,26,1,1
59,0,1,2,0
277,0,1,1,0
132,2,5,6,0
166,0,9,0,0
231,1,20,5,1
205,1,1,1,0
867,2,1,8,1
206,0,0,4,0
213,2,3,3,0
614,0,0,3,1
22,1,3,4,0
78,8,17,2,1
857,7,6,9,1
661,7,14,7,1
163,0,10,2,0
121,8,10,8,1
506,4,12,7,1
277,1,10,0,0
47,1,8,1,0
188,2,1,2,0
81,10,22,8,1
212,2,3,1,0
498,8,17,10,1
70,2,7,2,0
882,1,18,9,1
482,6,10,4,1
969,4,26,6,1
197,6,14,4,1
215,1,1,0,0
255,2,26,1,1
937,4,8,4,1
141,2,3,0,0
67,5,2,2,0
91,0,3,0,0
799,7,28,5,1
163,3,5,9,1
794,2,11,9,1
738,3,2,8,1
180,1,4,1,0
57,7,5,1,1
160,1,2,2,0
142,0,0,2,0
297,5,6,2,1
608,10,8,6,1
131,10,16,7,1
